danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
0.716,0.237,0.313,0.224,0.00309,0.199,0.586,79.574,6
0.839,0.514,0.3,0.0638,4.39e-06,0.113,0.858,91.107,6
0.616,0.461,0.0456,0.0818,0.337,0.0529,0.646,97.851,6
0.737,0.257,0.361,0.273,0.0,0.157,0.446,81.841,6
0.681,0.211,0.953,0.407,0.0,0.369,0.927,63.261,6
0.823,0.809,0.206,0.105,0.0,0.354,0.862,91.008,6
0.464,0.715,0.341,0.166,0.0,0.171,0.756,82.618,6
0.818,0.513,0.453,0.052,0.0,0.333,0.519,92.77,6
0.685,0.935,0.286,0.0185,0.0,0.349,0.677,87.026,6
0.605,0.757,0.323,0.0288,0.0,0.361,0.639,87.362,6
0.678,0.781,0.255,0.512,0.0,0.342,0.669,147.939,6
0.54,0.909,0.251,0.0641,0.0,0.281,0.434,88.522,6
0.615,0.807,0.138,0.439,0.0,0.0977,0.827,82.689,6
0.88,0.818,0.359,0.0353,0.0,0.713,0.726,81.93,6
0.718,0.789,0.205,0.00917,0.0,0.422,0.677,78.827,6
0.805,0.526,0.312,0.0511,0.0,0.569,0.405,88.957,6
0.692,0.674,0.292,0.0022,0.0,0.359,0.5,79.925,6
0.722,0.81,0.193,0.00549,0.0,0.313,0.528,79.987,6
0.233,0.22,0.065,0.416,0.0126,0.216,0.106,154.895,6
0.757,0.737,0.244,0.29,0.0,0.106,0.838,83.226,6
0.855,0.675,0.0353,0.00942,0.0,0.244,0.4,93.906,6
0.694,0.851,0.437,0.0146,0.0,0.319,0.329,97.46,6
0.498,0.284,0.0329,0.442,0.825,0.285,0.107,59.024,6
0.918,0.684,0.285,0.35,3.16e-06,0.0907,0.774,140.077,6
0.648,0.734,0.298,0.368,0.0,0.0938,0.196,167.044,6
0.819,0.823,0.132,0.441,0.000422,0.0676,0.805,82.5,6
0.836,0.686,0.0413,0.14,0.00231,0.0681,0.632,110.029,6
0.884,0.547,0.387,0.0438,0.0,0.124,0.425,158.019,6
0.823,0.798,0.172,0.0431,0.013,0.404,0.384,140.062,6
0.77,0.564,0.0421,0.111,0.00306,0.103,0.348,97.35,6
0.854,0.578,0.0889,0.669,1.1e-06,0.0844,0.306,137.025,6
0.844,0.606,0.121,0.422,0.0,0.124,0.286,140.016,6
0.926,0.614,0.251,0.177,0.0,0.152,0.663,92.998,6
0.909,0.414,0.0514,0.166,2.49e-05,0.109,0.761,139.963,6
0.809,0.581,0.195,0.0115,0.000513,0.345,0.369,149.949,6
0.651,0.526,0.356,0.695,0.0,0.386,0.509,95.049,6
0.711,0.62,0.212,0.0175,0.0,0.134,0.805,179.817,6
0.857,0.672,0.16,0.0649,0.0,0.355,0.671,86.777,6
0.938,0.773,0.231,0.0589,0.000761,0.182,0.716,100.305,6
0.844,0.459,0.364,0.418,0.00816,0.112,0.394,96.019,6
0.511,0.825,0.238,0.09,0.0,0.114,0.699,175.221,6
0.521,0.481,0.295,0.000325,1.31e-06,0.278,0.341,170.98,6
0.773,0.63,0.432,0.142,1.92e-06,0.237,0.677,173.922,6
0.813,0.757,0.356,0.516,0.0,0.363,0.646,92.996,6
0.683,0.652,0.316,0.262,2.13e-05,0.0892,0.397,85.412,6
0.763,0.703,0.373,0.0418,0.092,0.112,0.581,188.058,6
0.689,0.562,0.281,0.00253,0.0159,0.188,0.786,177.098,6
0.834,0.874,0.291,0.278,0.0,0.324,0.828,90.912,6
0.492,0.453,0.546,0.589,0.246,0.363,0.48,82.045,6
0.664,0.612,0.0363,0.00186,0.000986,0.126,0.307,120.099,6
0.925,0.549,0.0656,0.396,0.000154,0.11,0.0904,100.014,6
0.456,0.811,0.157,0.00561,0.00436,0.622,0.689,135.967,6
0.871,0.744,0.0623,0.00497,0.504,0.0706,0.304,101.04,6
0.723,0.537,0.054,0.00726,0.164,0.222,0.664,156.122,6
0.759,0.439,0.143,0.0155,5.27e-05,0.0828,0.594,148.033,6
0.732,0.945,0.0812,0.0859,0.000998,0.476,0.621,120.026,6
0.763,0.63,0.142,0.0622,1.02e-05,0.285,0.17,124.973,6
0.446,0.593,0.0597,0.0365,0.85,0.0988,0.0706,123.884,6
0.53,0.315,0.472,0.68,0.000162,0.353,0.459,166.051,6
0.696,0.878,0.0343,0.142,0.0357,0.143,0.624,156.013,6
0.976,0.493,0.272,0.932,0.0139,0.11,0.617,121.985,6
0.363,0.366,0.0357,0.114,0.865,0.292,0.15,82.662,6
0.888,0.776,0.256,0.137,4.94e-06,0.129,0.414,99.08,6
0.756,0.49,0.11,0.25,0.403,0.105,0.606,82.525,6
0.832,0.642,0.0617,0.00308,0.00828,0.272,0.329,113.994,6
0.743,0.671,0.0828,0.0895,2.27e-06,0.32,0.356,116.079,6
0.389,0.555,0.405,0.182,8.77e-06,0.334,0.698,90.425,6
0.87,0.867,0.111,0.00306,0.00114,0.241,0.0638,102.956,6
0.689,0.563,0.189,0.0208,4.3e-05,0.472,0.117,100.002,6
0.803,0.523,0.425,0.0748,0.0,0.124,0.179,89.099,6
0.842,0.55,0.0835,0.0569,0.0,0.195,0.105,97.954,6
0.904,0.602,0.336,0.0133,0.0,0.14,0.529,99.011,6
0.752,0.36,0.9,0.873,0.0,0.632,0.693,109.15,6
0.831,0.575,0.277,0.0686,0.0,0.0807,0.523,104.123,6
0.86,0.441,0.441,0.0168,0.0,0.0917,0.369,92.964,6
0.925,0.355,0.55,0.0413,0.0,0.141,0.383,92.988,6
0.668,0.657,0.357,0.162,0.0,0.388,0.468,95.628,6
0.89,0.404,0.377,0.0111,0.0,0.183,0.0392,93.018,6
0.962,0.478,0.075,0.0478,0.0,0.161,0.232,105.939,6
0.808,0.51,0.562,0.172,0.0,0.259,0.141,96.628,6
0.848,0.582,0.329,0.22,0.0,0.0602,0.217,92.001,6
0.692,0.807,0.262,0.0329,0.0,0.14,0.407,88.011,6
0.945,0.652,0.269,0.0304,0.0,0.317,0.541,108.943,6
0.931,0.486,0.325,0.113,3.33e-05,0.133,0.741,103.862,6
0.745,0.412,0.426,0.0497,1.02e-06,0.658,0.51,169.956,6
0.886,0.512,0.237,0.207,0.0,0.0991,0.454,93.997,6
0.811,0.522,0.35,0.125,6.05e-05,0.3,0.638,160.95,6
0.937,0.759,0.243,0.34,0.0,0.0947,0.622,97.93,6
0.902,0.68,0.399,0.105,1.36e-06,0.142,0.645,108.39,6
0.901,0.459,0.3,0.0272,0.0,0.0902,0.74,101.161,6
0.705,0.542,0.399,0.0737,0.00243,0.391,0.557,189.692,6
0.418,0.728,0.167,0.386,0.0,0.62,0.194,97.637,6
0.86,0.312,0.405,0.0287,0.00106,0.107,0.431,147.995,6
0.881,0.533,0.335,0.0249,7.23e-06,0.128,0.597,109.84,6
0.959,0.579,0.229,0.173,0.0,0.0929,0.547,113.854,6
0.881,0.597,0.148,0.296,9.54e-05,0.126,0.769,89.857,6
0.943,0.582,0.276,0.0282,1.5e-06,0.148,0.681,102.77,6
0.927,0.718,0.279,0.0512,0.0,0.103,0.756,99.894,6
0.937,0.661,0.349,0.0971,0.0,0.0952,0.641,105.507,6
0.946,0.801,0.18,0.0633,0.000119,0.0859,0.839,110.797,6
0.917,0.557,0.299,0.0577,0.0,0.0705,0.739,93.759,6
0.784,0.674,0.334,0.0508,0.0,0.0516,0.687,189.564,6
0.886,0.725,0.291,0.11,0.0,0.0643,0.851,102.719,6
0.919,0.736,0.343,0.156,7.61e-06,0.084,0.631,106.922,6
0.852,0.653,0.269,0.171,0.0,0.0793,0.821,92.236,6
0.852,0.801,0.0448,0.00414,0.0,0.0925,0.261,132.07,6
0.842,0.609,0.19,0.0443,0.0,0.106,0.184,129.942,6
0.881,0.496,0.0592,0.0105,0.00168,0.315,0.216,130.965,6
0.786,0.583,0.0393,0.0552,1.84e-06,0.326,0.229,120.024,6
0.794,0.632,0.0649,0.142,0.0,0.128,0.355,145.926,6
0.805,0.879,0.16,0.00223,0.0,0.659,0.747,171.988,6
0.885,0.467,0.227,0.0512,0.0,0.115,0.232,96.983,6
0.835,0.612,0.0429,0.442,2.06e-06,0.267,0.248,104.994,6
0.8,0.433,0.125,0.0347,0.0,0.0965,0.357,111.999,6
0.775,0.47,0.0475,0.0828,0.0,0.0951,0.224,118.016,6
0.805,0.449,0.0508,0.108,2.03e-06,0.0878,0.19,132.037,6
0.908,0.547,0.257,0.037,0.0,0.38,0.36,124.003,6
0.681,0.314,0.0581,0.2,9.82e-06,0.1,0.166,139.992,6
0.808,0.471,0.0526,0.0187,0.000144,0.136,0.451,143.978,6
0.742,0.561,0.139,0.566,0.000135,0.641,0.55,134.01,6
0.614,0.591,0.0651,0.527,0.0,0.111,0.481,120.04,6
0.545,0.534,0.047,0.235,0.0,0.345,0.24,140.021,6
0.643,0.491,0.641,0.633,0.000109,0.104,0.431,173.147,6
0.606,0.534,0.512,0.132,1.1e-06,0.148,0.561,111.044,6
0.641,0.637,0.0579,0.794,0.0515,0.131,0.601,138.869,6
0.861,0.33,0.0526,0.627,1.93e-06,0.14,0.718,95.016,6
0.467,0.41,0.185,0.328,4.28e-05,0.113,0.136,95.931,6
0.841,0.502,0.0388,0.115,0.000377,0.591,0.169,102.98,6
0.776,0.515,0.411,0.137,0.0,0.321,0.448,162.487,6
0.843,0.549,0.461,0.0194,0.0,0.374,0.448,159.106,6
0.786,0.327,0.528,0.0262,1.34e-05,0.101,0.194,158.019,6
0.838,0.693,0.155,0.0479,0.0,0.125,0.485,149.964,6
0.925,0.354,0.13,0.0137,0.0,0.334,0.403,100.028,6
0.745,0.346,0.335,0.00547,0.0,0.0882,0.112,203.888,6
0.932,0.485,0.0701,0.0113,0.0,0.101,0.411,100.014,6
0.735,0.439,0.0473,0.0691,0.0,0.33,0.241,87.981,6
0.866,0.686,0.285,0.0101,0.0,0.0895,0.504,82.499,6
0.918,0.562,0.393,0.0221,0.0,0.085,0.498,100.013,6
0.749,0.434,0.226,0.00533,3.14e-06,0.0935,0.49,91.718,6
0.768,0.417,0.323,0.066,0.0,0.293,0.086,94.835,6
0.671,0.41,0.424,0.98,0.0,0.568,0.895,131.889,6
0.62,0.577,0.54,0.245,0.0,0.0767,0.189,94.132,6
0.272,0.238,0.0349,0.89,0.00925,0.275,0.119,83.507,6
0.69,0.462,0.13,0.343,0.00218,0.113,0.325,157.655,6
0.759,0.492,0.12,0.736,0.00989,0.107,0.561,104.974,6
0.599,0.317,0.174,0.748,0.0,0.111,0.203,148.09,6
0.52,0.538,0.206,0.367,0.00187,0.119,0.177,141.894,6
0.656,0.33,0.162,0.818,0.00386,0.107,0.349,119.057,6
0.802,0.463,0.162,0.236,0.00531,0.105,0.291,103.961,6
0.516,0.546,0.249,0.814,4.5e-06,0.0995,0.515,78.267,6
0.787,0.472,0.113,0.64,5.22e-05,0.11,0.264,144.998,6
0.622,0.229,0.0445,0.768,0.00906,0.134,0.0998,81.87,6
0.791,0.557,0.0698,0.54,0.0,0.103,0.284,119.973,6
0.533,0.496,0.517,0.77,0.000164,0.0969,0.173,155.158,6
0.576,0.556,0.231,0.812,0.125,0.0943,0.294,148.173,6
0.649,0.548,0.183,0.0182,0.0,0.165,0.0748,76.002,6
0.501,0.763,0.389,0.0371,0.0,0.422,0.402,166.283,6
0.785,0.845,0.374,0.259,1.72e-06,0.0538,0.705,120.011,6
0.696,0.695,0.257,0.1,5.89e-05,0.107,0.443,91.048,6
0.717,0.722,0.057,0.00292,0.0,0.326,0.0745,130.075,6
0.657,0.823,0.219,0.14,0.0,0.336,0.566,153.913,6
0.759,0.836,0.0807,0.0101,0.000439,0.456,0.333,120.007,6
0.801,0.69,0.108,0.00251,0.000251,0.124,0.498,160.017,6
0.498,0.784,0.365,0.155,0.0,0.224,0.582,147.785,6
0.733,0.812,0.156,0.0754,0.0,0.0766,0.168,106.051,6
0.42,0.705,0.21,0.106,0.0,0.313,0.438,142.502,6
0.664,0.587,0.27,0.0195,2.91e-06,0.462,0.282,149.954,6
0.701,0.525,0.382,0.0349,2.55e-06,0.0615,0.385,75.693,6
0.675,0.662,0.296,0.0125,0.0,0.133,0.493,80.07,6
0.69,0.507,0.0582,0.508,7.62e-06,0.371,0.146,120.008,6
0.542,0.744,0.376,0.0465,0.0,0.194,0.378,82.743,6
0.704,0.545,0.0707,0.0195,0.0,0.282,0.301,120.05,6
0.685,0.606,0.308,0.0444,0.0,0.182,0.16,142.768,6
0.788,0.678,0.297,0.135,0.0,0.0738,0.557,145.938,6
0.608,0.726,0.111,0.118,0.568,0.509,0.294,165.014,6
0.521,0.825,0.0865,0.00309,3.65e-06,0.364,0.192,175.823,6
0.601,0.608,0.19,0.286,0.000863,0.347,0.171,146.994,6
0.827,0.575,0.253,0.0243,0.0,0.0942,0.467,120.97,6
0.83,0.659,0.26,0.102,0.000355,0.153,0.518,120.018,6
0.77,0.708,0.303,0.0163,0.0,0.268,0.763,136.075,6
0.779,0.582,0.379,0.124,0.0,0.148,0.743,143.728,6
0.761,0.579,0.117,0.0126,7.1e-06,0.549,0.226,131.042,6
0.55,0.704,0.363,0.0615,6.45e-05,0.357,0.266,120.191,6
0.684,0.801,0.0441,0.0256,3.78e-06,0.0948,0.115,97.504,6
0.682,0.739,0.287,0.0722,0.0,0.0798,0.752,163.839,6
0.782,0.684,0.274,0.325,7.25e-05,0.254,0.378,108.999,6
0.635,0.518,0.217,0.102,4.04e-05,0.357,0.302,75.991,6
0.528,0.782,0.217,0.237,2.4e-06,0.453,0.198,62.999,6
0.455,0.827,0.213,0.0102,9.67e-06,0.132,0.291,155.967,6
0.595,0.878,0.423,0.172,0.0,0.303,0.746,82.007,6
0.686,0.824,0.34,0.157,0.0,0.242,0.405,170.079,6
0.584,0.722,0.28,0.0183,1.41e-05,0.143,0.685,87.553,6
0.603,0.764,0.287,0.0557,0.0,0.621,0.381,119.942,6
0.773,0.61,0.123,0.0169,9.27e-06,0.118,0.19,116.052,6
0.726,0.818,0.311,0.0602,0.0,0.276,0.305,146.006,6
0.68,0.501,0.486,0.024,8.58e-05,0.162,0.392,132.428,6
0.856,0.725,0.23,0.143,0.000172,0.131,0.481,114.003,6
0.617,0.785,0.259,0.00117,0.0,0.0798,0.405,89.743,6
0.468,0.763,0.268,0.291,1.22e-06,0.204,0.223,101.096,6
0.571,0.605,0.041,0.0591,0.000121,0.115,0.0859,98.562,6
0.665,0.509,0.224,0.00789,0.0,0.466,0.402,82.025,6
0.675,0.677,0.17,0.000113,0.0137,0.0983,0.493,79.981,6
0.781,0.911,0.486,0.0106,0.0,0.066,0.906,144.015,6
0.543,0.79,0.174,0.0126,0.0,0.0944,0.817,141.734,6
0.803,0.882,0.38,0.0682,0.0,0.515,0.392,138.918,6
0.331,0.659,0.0795,0.00352,2.73e-05,0.082,0.177,83.687,6
0.352,0.807,0.173,0.0193,6.04e-06,0.0963,0.0423,90.772,6
0.451,0.753,0.126,0.137,2e-05,0.45,0.429,165.997,6
0.703,0.782,0.3,0.00859,0.0,0.692,0.185,83.046,6
0.547,0.677,0.0823,0.00328,0.469,0.159,0.324,84.987,6
0.651,0.946,0.0905,0.0099,0.0,0.442,0.126,120.026,6
0.674,0.835,0.125,0.0145,0.0,0.146,0.319,74.995,6
0.675,0.659,0.0973,0.00909,0.0,0.406,0.358,122.946,6
0.501,0.878,0.315,0.162,0.0,0.244,0.752,81.036,6
0.716,0.565,0.107,0.0369,2.23e-05,0.127,0.444,118.073,6
0.603,0.666,0.405,0.0335,0.0,0.394,0.433,150.319,6
0.706,0.612,0.48,0.0313,0.0,0.482,0.328,117.008,6
0.512,0.688,0.432,0.34,0.0,0.413,0.098,149.122,6
0.522,0.725,0.306,0.688,0.0,0.224,0.495,140.225,6
0.495,0.88,0.37,0.0441,0.0,0.304,0.543,79.156,6
0.626,0.693,0.298,0.0337,0.0,0.31,0.435,144.083,6
0.753,0.86,0.25,0.129,2e-06,0.122,0.514,82.466,6
0.684,0.771,0.13,0.0302,0.0,0.11,0.532,80.509,6
0.62,0.506,0.415,0.332,1.85e-06,0.0991,0.477,166.08,6
0.635,0.625,0.0853,0.000767,2.99e-06,0.4,0.28,86.968,6
0.543,0.736,0.287,0.446,1.76e-06,0.128,0.605,144.759,6
0.661,0.862,0.43,0.0866,0.0,0.102,0.633,86.187,6
0.535,0.554,0.196,0.348,0.0,0.257,0.111,139.377,6
0.731,0.544,0.253,0.0444,2.03e-05,0.306,0.258,143.117,6
0.775,0.729,0.272,0.107,0.0,0.248,0.636,130.0,6
0.687,0.783,0.0687,0.00784,0.0,0.79,0.335,122.991,6
0.86,0.56,0.105,0.121,0.0,0.0751,0.423,118.004,6
0.643,0.688,0.302,0.847,0.0,0.315,0.69,80.868,6
0.764,0.61,0.0706,0.0196,0.0,0.534,0.472,118.074,6
0.725,0.569,0.4,0.0432,0.0,0.203,0.355,116.977,6
0.625,0.535,0.28,0.303,1.28e-06,0.127,0.471,166.035,6
0.499,0.613,0.176,0.0017,2.35e-05,0.475,0.306,174.106,6
0.517,0.301,0.418,0.341,0.148,0.393,0.781,174.917,6
0.495,0.771,0.126,0.502,7.29e-05,0.143,0.805,81.615,6
0.908,0.816,0.58,0.0781,0.0,0.0882,0.752,105.163,6
0.6,0.91,0.338,0.0844,0.0,0.116,0.557,84.883,6
0.862,0.55,0.183,0.0707,0.00485,0.259,0.385,105.018,6
0.649,0.744,0.0629,0.407,0.0,0.364,0.681,128.17,6
0.742,0.494,0.205,0.0472,0.0,0.139,0.175,92.008,6
0.442,0.472,0.292,0.711,0.0,0.124,0.606,88.929,6
0.675,0.67,0.24,0.465,7.2e-05,0.193,0.345,192.286,6
0.741,0.657,0.0374,0.00224,0.00756,0.0825,0.25,94.211,6
0.573,0.146,0.0789,0.51,0.502,0.168,0.619,104.818,6
0.46,0.772,0.419,0.178,4.4e-05,0.182,0.741,174.935,6
0.811,0.549,0.783,0.487,0.0,0.244,0.668,89.952,6
0.697,0.756,0.0884,0.0589,0.0,0.383,0.785,96.015,6
0.492,0.538,0.446,0.798,0.00122,0.305,0.0391,172.584,6
0.543,0.727,0.359,0.11,0.0,0.315,0.684,174.094,6
0.78,0.571,0.448,0.0368,2.71e-06,0.0825,0.305,104.981,6
0.516,0.837,0.473,0.23,0.0,0.162,0.79,88.396,6
0.701,0.641,0.131,0.109,2.02e-06,0.228,0.809,82.017,6
0.776,0.666,0.17,0.209,0.000457,0.114,0.814,90.936,6
0.58,0.317,0.163,0.973,0.879,0.0933,0.22,140.735,6
0.693,0.918,0.0389,0.00215,0.0661,0.413,0.832,105.003,6
0.87,0.718,0.264,0.37,5.16e-05,0.494,0.91,104.979,6
0.833,0.763,0.198,0.0591,2.82e-06,0.0993,0.691,105.878,6
0.593,0.28,0.451,0.941,0.000164,0.164,0.688,100.538,6
0.839,0.634,0.195,0.0546,1.06e-06,0.228,0.334,96.113,6
0.719,0.908,0.456,0.137,0.0,0.415,0.669,81.931,6
0.875,0.431,0.364,0.63,0.182,0.109,0.961,100.943,6
0.708,0.79,0.422,0.0255,0.0118,0.398,0.784,92.888,6
0.658,0.749,0.328,0.372,4.51e-06,0.287,0.567,75.419,6
0.746,0.872,0.211,0.00672,0.0,0.076,0.611,93.969,6
0.853,0.513,0.195,0.0232,0.000146,0.264,0.553,97.59,6
0.585,0.323,0.256,0.334,0.0159,0.175,0.718,93.921,6
0.664,0.851,0.498,0.201,0.0,0.245,0.766,172.219,6
0.849,0.701,0.3,0.00164,0.0,0.091,0.345,90.0,6
0.77,0.67,0.249,0.227,0.0,0.0978,0.482,98.005,6
0.742,0.445,0.359,0.537,0.00139,0.091,0.402,94.132,6
0.612,0.821,0.46,0.459,0.0,0.0822,0.852,181.456,6
0.591,0.419,0.403,0.757,0.0269,0.17,0.624,79.533,6
0.491,0.508,0.0395,0.541,0.0,0.21,0.652,72.841,6
0.703,0.686,0.306,0.225,0.0,0.108,0.384,90.885,6
0.687,0.553,0.415,0.0965,0.0,0.0952,0.61,171.792,6
0.684,0.801,0.214,0.0553,0.0,0.221,0.638,88.947,6
0.901,0.722,0.329,0.0597,0.0,0.0723,0.64,95.041,6
0.902,0.388,0.388,0.00207,0.0,0.312,0.549,88.294,6
0.241,0.734,0.0698,0.974,0.0238,0.967,0.244,57.691,6
0.783,0.933,0.246,0.0176,0.0,0.206,0.777,110.182,6
0.873,0.688,0.318,0.00968,0.0,0.138,0.823,98.425,6
0.795,0.857,0.248,0.0159,0.0,0.2,0.765,107.702,6
0.65,0.872,0.334,0.0195,0.0,0.1,0.626,100.598,6
0.767,0.807,0.176,0.00894,0.000308,0.123,0.489,100.547,6
0.764,0.901,0.357,0.0573,0.0,0.37,0.654,99.352,6
0.848,0.894,0.315,0.111,0.0,0.364,0.738,116.854,6
0.53,0.98,0.327,0.0979,0.0,0.414,0.362,107.761,6
0.379,0.943,0.387,0.0114,0.0,0.183,0.753,193.092,6
0.76,0.911,0.31,0.0551,0.0,0.178,0.667,105.583,6
0.799,0.922,0.217,0.116,0.0,0.344,0.778,90.885,6
0.769,0.857,0.106,5.54e-05,0.957,0.0646,0.165,97.6,6
0.783,0.878,0.32,0.00502,0.0,0.662,0.634,99.811,6
0.79,0.927,0.247,0.0655,0.0,0.479,0.785,100.286,6
0.769,0.818,0.103,0.00144,0.0,0.304,0.701,108.664,6
0.881,0.881,0.241,0.00915,0.0,0.178,0.634,109.285,6
0.928,0.828,0.117,0.00106,0.475,0.111,0.521,109.283,6
0.732,0.577,0.899,0.495,0.0,0.149,0.816,80.575,6
0.554,0.582,0.321,0.000887,0.738,0.364,0.639,98.585,6
0.742,0.891,0.225,0.00961,5.06e-06,0.121,0.661,104.498,6
0.75,0.766,0.0825,0.00545,0.261,0.238,0.467,104.427,6
0.879,0.828,0.243,0.0012,0.0017,0.0517,0.681,99.902,6
0.756,0.695,0.738,0.208,0.0,0.158,0.858,100.348,6
0.766,0.869,0.0641,0.0153,0.284,0.311,0.514,99.734,6
0.857,0.902,0.0786,0.00304,0.000331,0.0481,0.872,115.958,6
0.56,0.933,0.346,0.57,2.26e-06,0.711,0.795,102.071,6
0.793,0.775,0.124,0.016,0.0183,0.294,0.911,89.904,6
0.787,0.89,0.119,0.02,5.16e-05,0.307,0.505,104.049,6
0.892,0.212,0.267,0.00303,6.35e-06,0.086,0.325,92.637,6
0.917,0.336,0.221,0.0273,0.0299,0.353,0.532,96.042,6
0.908,0.385,0.244,0.00443,0.0,0.14,0.568,103.761,6
0.766,0.141,0.139,0.00127,0.00205,0.114,0.45,93.15,6
0.848,0.253,0.351,0.0138,0.0,0.106,0.393,77.717,6
0.566,0.21,0.542,0.0702,0.0,0.515,0.471,82.215,6
0.865,0.254,0.208,0.00322,3.05e-05,0.0906,0.529,89.905,6
0.79,0.367,0.153,0.000466,0.862,0.0691,0.214,108.01,6
0.736,0.668,0.269,0.0115,0.0,0.0876,0.557,85.001,6
0.714,0.757,0.329,0.109,0.0,0.191,0.487,84.455,6
0.875,0.63,0.31,0.0817,0.0,0.0782,0.645,92.016,6
0.786,0.609,0.424,0.03,1.23e-05,0.482,0.456,156.019,6
0.785,0.537,0.152,0.0241,0.0,0.0944,0.551,92.81,6
0.7,0.67,0.358,0.0108,2.29e-05,0.254,0.609,91.162,6
0.684,0.724,0.368,0.0637,1.09e-06,0.0766,0.719,171.861,6
0.745,0.52,0.286,0.225,1.85e-05,0.0674,0.531,170.003,6
0.836,0.688,0.276,0.000777,0.0,0.0807,0.596,86.797,6
0.682,0.563,0.144,0.0226,0.0,0.131,0.709,164.134,6
0.776,0.832,0.246,0.205,0.0,0.273,0.594,93.103,6
0.793,0.636,0.321,0.0437,0.0,0.219,0.615,100.858,6
0.82,0.6,0.347,0.0266,0.0,0.276,0.453,90.173,6
0.724,0.714,0.316,0.00877,0.0,0.4,0.598,85.712,6
0.793,0.592,0.158,0.0702,0.0,0.0888,0.826,89.565,6
0.865,0.601,0.323,0.00743,0.0,0.12,0.728,140.141,6
0.883,0.667,0.3,0.213,1.77e-05,0.193,0.557,92.016,6
0.805,0.556,0.19,0.0598,0.0,0.344,0.772,98.754,6
0.632,0.733,0.403,0.0883,0.0,0.124,0.665,90.23,6
0.736,0.474,0.375,0.0507,0.000112,0.083,0.647,83.397,6
0.783,0.572,0.259,0.00619,0.0,0.0475,0.827,166.049,6
0.851,0.66,0.247,0.0541,0.0,0.23,0.717,91.228,6
0.652,0.519,0.383,0.053,0.0,0.25,0.574,106.683,6
0.722,0.804,0.0776,0.00396,0.0,0.164,0.213,121.032,6
0.369,0.816,0.378,0.00436,0.0,0.269,0.416,90.155,6
0.724,0.723,0.0539,0.0215,0.00646,0.0808,0.292,121.987,6
0.486,0.616,0.277,0.0149,0.0,0.356,0.601,132.151,6
0.708,0.657,0.237,0.0217,0.0,0.0812,0.353,134.99,6
0.838,0.569,0.0611,0.325,1.73e-05,0.283,0.618,120.017,6
0.732,0.462,0.0354,0.0403,0.307,0.151,0.129,105.034,6
0.686,0.713,0.294,0.173,0.0,0.234,0.481,109.941,6
0.636,0.618,0.0634,0.00743,9.75e-05,0.127,0.358,119.791,6
0.675,0.679,0.181,0.0256,0.0,0.28,0.284,109.544,6
0.761,0.605,0.372,0.035,0.0,0.241,0.849,110.002,6
0.479,0.605,0.0671,0.365,0.0,0.123,0.45,100.334,6
0.621,0.64,0.386,0.0102,0.0,0.111,0.457,160.299,6
0.426,0.928,0.229,0.0813,0.0,0.284,0.261,131.997,6
0.584,0.698,0.207,0.0423,0.0,0.0717,0.365,80.377,6
0.611,0.922,0.273,0.0217,0.0,0.368,0.723,143.925,6
0.652,0.781,0.0387,0.00426,0.0,0.264,0.571,104.06,6
0.519,0.684,0.496,0.224,0.0,0.359,0.46,137.747,6
0.499,0.575,0.326,0.157,0.0,0.103,0.385,112.26,6
0.819,0.637,0.0869,0.0137,2.55e-06,0.0913,0.572,118.014,6
0.746,0.788,0.182,0.132,0.0,0.0711,0.768,116.993,6
0.558,0.835,0.0539,0.0204,0.0,0.199,0.684,129.92,6
0.609,0.47,0.387,0.345,0.0,0.12,0.227,121.304,6
0.584,0.734,0.0463,0.0983,0.0,0.185,0.34,132.951,6
0.6,0.661,0.0938,0.257,0.0,0.0972,0.364,95.945,6
0.678,0.92,0.104,0.0147,0.0,0.0687,0.764,94.32,6
0.501,0.638,0.0456,0.512,0.0,0.349,0.664,106.633,6
0.426,0.303,0.0787,0.316,0.00795,0.411,0.383,139.042,6
0.722,0.488,0.398,0.0404,3.45e-06,0.322,0.661,80.093,6
0.499,0.662,0.382,0.06,0.0,0.428,0.65,160.008,6
0.472,0.777,0.294,0.225,0.0283,0.195,0.673,153.78,6
0.727,0.565,0.356,0.167,0.0,0.262,0.597,133.094,6
0.352,0.838,0.0496,0.00329,5.74e-06,0.115,0.475,72.291,6
0.575,0.624,0.103,0.013,4.74e-05,0.0522,0.273,154.687,6
0.558,0.887,0.265,0.132,0.0,0.89,0.537,119.91,6
0.442,0.6,0.357,0.267,0.0,0.31,0.725,82.462,6
0.443,0.576,0.201,0.0709,0.0197,0.41,0.127,151.835,6
0.358,0.715,0.331,0.197,0.0,0.581,0.275,85.478,6
0.406,0.734,0.246,0.0275,0.000978,0.0768,0.488,80.208,6
0.548,0.511,0.274,0.0979,0.0,0.661,0.483,80.747,6
0.503,0.677,0.248,0.00529,0.00024,0.396,0.364,81.28,6
0.48,0.609,0.299,0.00807,0.0,0.257,0.149,64.604,6
0.721,0.539,0.362,0.217,0.00257,0.419,0.377,81.971,6
0.742,0.93,0.0977,0.0557,0.000242,0.272,0.967,129.986,6
0.553,0.533,0.23,0.502,0.0,0.23,0.715,63.277,6
0.645,0.874,0.254,0.0339,0.0,0.14,0.605,91.922,6
0.48,0.902,0.411,0.254,0.0,0.357,0.701,148.869,6
0.483,0.878,0.158,0.00491,0.0,0.231,0.716,139.605,6
